district_type,nbr_floors,units,hospital,bld_age,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,floor*age,Aver_trans,Aver_food,Aver_school,Aver_shop,price_sqm
3,24,86,0.002,2,1,1,1,1,1,0,1,0,0,0,0,0,48,0.424,0.0005,0.556,0.358,288285
3,28,555,0.89,5,1,1,1,1,1,0,1,1,0,0,0,1,140,1.576,0.30325,0.874,0.914,88992
3,8,117,0.37,11,1,1,1,1,1,0,1,0,0,0,0,0,88,1.504,0.11925,0.928,0.63,89674
3,7,22,0.49,11,1,1,1,1,1,0,1,1,0,0,0,0,77,1.376,0.1055,0.562,0.446,180328
3,31,253,0.33,3,1,1,1,1,1,1,1,0,0,0,0,0,93,1.224,0.2675,1.008,1.088,188148
3,8,94,0.002,11,1,1,1,1,1,1,1,1,0,1,1,1,88,0.998,0.3525,0.8,0.978,120000
3,8,79,0.74,9,1,1,1,1,1,1,1,1,0,0,0,0,72,1.394,0.3,0.638,0.734,125000
3,8,79,0.74,8,1,1,1,1,1,0,1,0,0,0,0,0,64,1.544,0.2605,0.64,0.896,107038
3,25,189,0.074,8,1,1,1,1,1,0,1,1,0,0,0,1,200,1.266,0.2275,0.522,0.5264,138462
3,8,70,0.45,13,1,1,1,1,1,0,1,0,0,0,0,0,104,0.688,0.1825,0.424,0.546,103175
2,8,347,2,5,1,1,1,1,1,0,1,1,0,0,0,1,40,2.84,0.508,1.68,1.0222,86320
2,18,179.5,3.9,23,1,1,1,1,1,0,1,0,0,1,0,0,414,3.26,0.39275,0.916,24.32,42169
2,8,218,2,8,1,1,1,1,1,0,1,1,0,0,0,0,64,1.328,0.3875,0.884,1.796,84451
2,8,197,2,5,1,1,1,1,1,0,1,1,0,0,0,1,40,1.312,0.356,1.174,1.56,98309
2,8,79,2,3,1,1,1,1,1,0,1,1,0,0,0,0,24,1.276,0.5335,1.314,1.3,86631
2,6,224,5.4,24,1,1,1,1,1,0,1,1,1,0,0,0,144,4.72,0.73,1.556,30.96,39965
2,8,962,2,5,1,1,1,1,1,0,1,1,1,0,0,0,40,1.434,0.5285,1.836,0.884,82502
2,8,1630,2,5,1,1,1,1,1,0,1,1,1,0,0,0,40,1.1,0.4335,1.736,0.99,92647
2,23,940,2.2,5,1,1,1,1,1,0,1,1,0,1,0,0,115,1.138,0.05,0.65,15.578,159720
2,8,365,2,4,1,1,1,1,1,0,1,1,0,0,0,0,32,1.12,0.471,1.374,0.888,99712
2,8,147,2.4,10,1,1,1,1,1,0,1,1,0,0,0,0,80,1.182,0.0975,0.772,15.762,91429
2,8,146,2.4,10,1,1,1,1,0,0,1,1,0,1,0,0,80,1.366,0.1275,0.84,15.76,81765
2,8,195,3.3,7,1,1,1,1,1,0,1,0,0,0,0,1,56,1.38,0.76,0.892,1.908,43438
2,8,368,2,6,1,1,1,1,1,0,1,0,0,0,0,0,48,1.638,0.485,1.024,2.22,56452
2,8,634,3,5,1,1,1,1,1,0,1,0,0,0,0,0,40,1.78,0.4425,1.062,16.036,56079
2,21,580,2,5,1,1,1,1,1,0,1,1,0,1,0,0,105,1.45,0.4835,1.016,1.22,91608
2,8,74,2.8,8,1,1,1,1,1,0,1,1,0,0,0,0,64,1.448,12.99,1.32,2.6,101257
2,8,192,2,6,1,1,1,1,1,0,1,1,0,0,0,1,48,1.14,0.4785,1.354,0.898,106912
2,2,90,2,25,1,1,1,1,0,0,0,0,0,0,0,0,50,3.12,267.025,1.616,2.56,52920
2,8,79,2,9,1,1,1,1,1,0,1,0,0,0,0,0,72,1.1198,0.33,0.688,1.512,91429
2,8,794,1,10,1,1,1,1,1,0,1,0,0,0,0,0,80,4.06,0.68525,1.252,9.0422,43551
2,8,157,2,6,1,1,1,1,1,0,1,0,0,1,0,1,48,2.42,0.79025,1.276,21.6,69964
2,8,260,2,7,1,1,1,1,1,0,1,0,0,0,0,0,56,3.16,1.45,1.246,22.26,46552
2,8,155,2,5,1,1,1,1,1,0,1,0,0,1,0,1,40,1.876,14.2025,0.992,1.64,70154
2,8,122,2,8,1,1,1,1,1,0,1,1,0,0,0,0,64,1.102,0.4285,1.526,0.976,81991
2,8,630,1,6,1,1,1,1,1,0,1,1,0,1,1,1,48,4.02,0.67525,1.252,9.0262,50000
2,8,77,1,6,1,1,1,1,1,0,1,1,0,0,0,0,48,4.04,0.68525,1.272,9.0282,57857
2,7,79,2,11,1,1,1,1,1,0,1,0,0,0,0,0,77,1.2,0.341,1.604,0.616,85897
2,8,136,2.4,10,1,1,1,1,1,0,1,1,0,0,0,0,80,1.152,0.05,0.728,1.932,79245
2,8,138,2.4,10,1,1,1,1,1,0,1,1,0,0,0,1,80,1.138,0.0925,0.74,1.938,86005
2,20,358,2.2,6,1,1,1,1,1,0,1,1,0,0,0,1,120,1.132,0.05,0.632,15.574,126905
2,8,77,2.6,8,1,1,1,1,1,0,1,1,0,0,0,1,64,1.384,0.15,1.08,2.206,104471
2,23,487,2,9,1,1,1,1,1,0,1,1,1,1,0,1,207,1.154,0.3585,1.05,0.948,131034
2,8,105,2,11,1,1,1,1,0,0,1,0,0,0,0,0,88,1.082,0.3735,1.7,1.046,84444
2,8,167,2,3,1,1,1,1,1,0,1,1,0,1,0,1,24,2.8,0.5275,1.188,21.358,71629
2,7,72,3.3,9,1,1,1,1,0,0,1,1,0,0,0,0,63,2.74,0.9,1.386,16.66,63910
2,8,95,2.5,7,1,1,1,1,1,0,1,1,0,0,0,1,56,1.286,0.1275,0.9,2.106,96098
2,8,73,2.5,10,1,1,1,1,1,0,1,1,0,0,0,0,80,1.282,0.05,0.886,15.842,84182
2,41,673,2,1,1,1,1,1,1,1,1,1,1,1,1,1,41,1.212,0.12725,1.382,0.438,161883
2,8,262,2,8,1,1,1,1,1,0,1,1,0,0,0,1,64,1.2,0.566,1.334,1.038,136967
2,8,79,2,9,1,1,1,1,1,0,1,1,0,0,0,0,72,1.232,0.551,1.326,1.094,88888
3,7,21,0.86,22,1,1,1,1,0,0,0,0,0,1,1,0,154,2.18,0.625,0.564,1.126,198233
2,8,79,1,11,1,1,1,1,0,0,1,0,0,0,0,0,88,4.88,0.535,0.97,1.168,32688
2,9,158,1.8,8,1,1,1,1,1,0,1,1,0,0,0,0,72,7.74,0.35375,0.572,13.1,35330
2,8,83,4.8,11,1,1,1,1,0,0,1,1,0,1,0,0,88,9.44,3.45,3.12,15.64,99761
2,14,936,1,21,1,1,1,1,1,0,0,0,1,1,1,1,294,6.06,0.685,1.562,1.748,21127
2,7,275,1,12,1,1,1,1,1,0,1,0,0,0,0,0,84,5.4,0.2035,0.602,0.656,66119
2,23,216.5,4.5,21,1,1,1,1,1,0,1,0,0,0,0,0,483,6.7,0.408,1.1,8.804,31328
2,9,3000,1,21,1,1,1,1,0,0,0,0,0,1,1,1,189,5.26,0.365,1.102,1.128,23223
2,27,2346,2.1,5,1,1,1,1,1,1,1,1,1,1,1,1,135,8.16,0.225,0.896,3.9,112315
2,24,892,0.001,4,1,1,1,1,1,1,1,1,1,1,1,1,96,5.24,0.16675,0.988,2.178,93138
2,32,1265,1,10,1,1,1,1,1,1,1,1,1,0,0,1,320,4.82,0.60075,1.33,2.34,89000
2,29,1028,1,9,1,1,1,1,1,0,1,1,1,0,0,1,261,2.9,0.54,0.874,1.74,61462
2,8,1146.5,0.001,11,1,1,1,1,0,0,0,0,0,0,0,0,88,5.44,0.19425,1.04,2.22,40959
3,29,315,0.75,1,1,1,1,1,1,0,1,1,0,0,0,0,29,0.518,0.4325,1.126,1.1778,175357
3,26,611,0.81,12,1,1,1,1,1,1,1,1,0,0,0,1,312,0.926,0.2675,0.712,0.534,154985
3,27,580,1.6,14,1,1,1,1,1,1,1,0,0,1,0,0,378,1.68,0.59,1.38,2.22,150000
3,43,255,0.001,31,1,1,1,1,1,1,1,0,0,1,1,1,1333,1.4,0.101,0.994,0.2738,200813
3,16,41,0.28,34,0,0,1,1,1,0,0,0,1,0,0,0,544,0.9,0.104,0.444,0.838,61774
3,26,329,0.91,9,1,1,1,1,1,0,1,1,0,0,0,1,234,1.15,0.13275,0.494,0.67,101550
3,43,917,0.47,8,1,1,1,1,1,1,1,1,1,1,0,1,344,1.122,0.3575,1.136,1.01,128205
3,31,306,0.78,5,1,1,1,1,1,1,1,0,0,0,0,0,155,0.802,0.1675,0.52,0.38,185897
3,26,610,0.96,21,1,1,1,1,1,0,1,0,0,0,1,1,546,1.302,0.0786,0.764,0.1766,107838
3,24,317,0.34,5,1,1,1,1,1,0,1,1,0,1,0,0,120,0.938,0.1615,0.484,0.88,200000
3,38,476,0.4,9,1,1,1,1,1,1,1,1,1,1,1,1,342,0.9,0.1775,0.522,0.784,200000
3,34,447,0.001,8,1,1,1,1,1,0,1,1,1,0,0,0,272,1.36,0.207,0.688,0.408,134058
3,8,373,0.001,31,1,1,1,1,0,0,0,0,0,1,0,0,248,1.4,0.06525,1.038,0.3102,71460
3,35,215,0.43,5,1,1,1,1,1,0,1,1,0,0,0,1,175,0.764,0.09775,0.382,0.388,229520
3,8,115,0.93,3,1,1,1,1,1,0,1,0,0,0,0,0,24,0.6,0.0975,0.322,0.442,164676
3,34,190,0.91,12,1,1,1,1,1,0,1,1,0,0,0,0,408,1.256,0.2205,0.936,0.456,129213
3,30,261,0.38,5,1,1,1,1,1,1,1,1,0,0,0,0,150,0.934,0.1525,0.432,0.668,175758
3,24,200,0.93,25,1,1,1,1,1,1,1,0,1,1,1,0,600,1.06,0.325,0.842,0.574,95040
3,29,458,0.26,24,1,1,1,1,1,1,1,0,0,1,1,1,696,0.884,0.094,0.426,0.798,120000
3,5,635,0.39,25,1,1,1,1,1,0,1,0,0,1,1,0,125,0.896,0.1675,0.514,0.812,110215
3,42,298,0.96,6,1,1,1,1,1,1,1,1,0,0,0,1,252,0.934,0.16,0.75,0.33842,300449
3,41,482,0.26,4,1,1,1,1,1,1,1,1,0,0,1,1,164,0.3428,0.16,0.722,755.614,207112
3,8,167,0.72,8,1,1,1,1,0,0,1,0,1,0,0,1,64,0.944,0.1975,0.524,0.484,91861
3,37,385,0.81,3,1,1,1,1,1,1,1,1,0,0,0,0,111,0.506,0.375,1.134,1.1058,169454
3,27,385,0.43,1,1,1,1,1,1,0,1,1,0,0,0,0,27,0.81,0.001,0.35,0.2822,205714
3,31,258,0.001,1,1,1,1,1,1,1,1,1,0,0,0,0,31,1.122,0.23025,0.524,0.65,135246
3,36,575,0.85,6,1,1,1,1,1,1,1,1,1,1,1,1,216,0.91,0.2525,0.276,1.112,123096
3,8,79,0.001,7,1,1,1,1,1,1,1,0,1,0,0,0,56,1.074,0.11775,0.566,0.464,136477
3,44,574,0.35,7,1,1,1,1,1,1,1,1,1,0,0,0,308,0.766,0.355,0.84,380.222,164615
3,8,156,1,9,1,1,1,1,0,0,0,0,0,0,0,0,72,1.126,0.3,0.91,0.59,154079
3,35,152,0.52,8,1,1,1,1,1,1,1,1,0,0,0,0,280,1.014,0.335,0.624,1.036,196686
3,24,238,0.93,11,1,1,1,1,1,1,1,1,0,0,0,0,264,1.04,0.16775,0.84,0.458,136222
3,33,547,0.97,11,1,1,1,1,1,1,1,1,0,1,0,0,363,1.214,0.1925,0.554,0.772,104306
3,38,231,0.83,1,1,1,1,1,1,0,1,1,0,0,0,0,38,0.572,0.23,0.674,0.328,268953
3,25,423,1.1,6,1,1,1,1,1,0,1,1,0,0,0,0,150,0.814,0.815,1.52,1.4738,88281
3,23,329,0.85,12,1,1,1,1,1,0,1,1,0,1,1,1,276,1.318,0.05135,1.004,0.214,109927
3,42,525,0.37,6,1,1,1,1,1,1,1,1,1,0,0,0,252,0.794,0.36,0.83,380.22,140115
3,44,1,0.52,10,1,1,1,1,1,0,1,1,0,0,0,0,440,0.922,0.215,0.616,0.664,164853
3,8,284,0.99,10,1,1,1,1,1,0,1,0,0,0,0,0,80,0.564,0.101,0.6,0.264,118076
3,45,625,1,2,1,1,1,1,1,0,1,0,0,0,0,0,90,1.068,0.09725,0.50616,0.3262,181433
2,5,2344,3.5,9,0,1,1,1,0,0,0,0,1,1,1,1,45,12.54,0.6125,1.434,4.56,15580
2,5,3500,3,20,0,1,1,1,0,0,1,0,0,1,0,0,100,10.38,1.6,4.62,3.98,12919
2,4,184,3.3,24,0,1,1,1,0,0,0,0,0,0,0,0,96,10.16,1.425,2.3,3.78,89600
3,36,97,1.3,25,1,1,1,1,1,1,1,1,1,1,0,0,900,2.54,0.6775,0.844,0.676,90583
3,8,48,0.45,10,1,1,1,1,0,0,0,0,0,0,0,1,80,1.028,0.1325,0.478,0.696,131250
3,30,310,0.86,22,1,1,1,1,1,1,1,0,1,1,1,1,660,1.188,0.373,0.574,0.48,108771
3,20,64,2.3,20,1,1,1,1,1,1,1,1,1,1,0,0,400,2.26,0.143,1.032,1.376,78947
3,7,79,2,13,1,1,1,1,1,1,1,1,0,0,0,0,91,1.54,0.6375,1.14,2.02,162455
3,8,169,2.9,16,1,1,1,1,1,0,1,1,0,0,0,0,128,2.12,0.56,1.074,0.506,86889
3,8,169,2,15,1,1,1,1,1,1,1,1,0,0,0,0,120,1.4,0.28,0.1424,1.08,93745
3,8,79,1.9,14,1,1,1,1,1,1,1,1,0,0,0,0,112,1.56,0.55225,0.606,5.952,88290
3,23,266,1.4,5,1,1,1,1,1,1,1,1,0,0,0,1,115,2.14,0.4775,0.8,1.38,120148
3,11,220,1.6,36,1,1,1,1,1,0,1,1,0,0,0,0,396,1.42,0.1615,0.45,1.704,54781
3,28,344,0.38,6,1,1,1,1,1,0,1,1,0,0,0,1,168,1.278,0.06275,0.446,1.752,161476
3,31,1227,1.9,4,1,1,1,1,1,0,1,1,0,0,0,1,124,1.28,0.097,0.434,0.27,108772
3,9,603,1.6,17,1,1,1,1,1,0,1,1,0,0,0,0,153,2.18,0.315,0.812,1.174,81333
3,9,281,1.9,16,1,1,1,1,1,0,1,1,0,0,0,0,144,2.04,0.28,0.764,1.38,75000
3,9,300,2.1,15,1,1,1,1,1,0,1,0,0,0,0,0,135,1.94,0.2275,0.908,1.146,53801
3,5,40,0.78,22,0,1,1,1,1,1,1,0,0,0,0,0,110,1.7,0.17975,0.772,1.876,84302
3,40,361,0.82,3,1,1,1,1,1,1,1,1,1,0,0,0,120,1.24,0.0945,0.548,1.108,157179
3,12,22,0.64,14,1,1,1,1,1,0,1,0,0,0,0,0,168,1.592,0.17425,0.64,1.752,111336
3,37,910,0.92,5,1,1,1,1,1,1,1,1,0,0,0,0,185,0.56,0.065,0.54,1.5,165554
3,27,300,0.78,5,1,1,1,1,1,1,1,1,1,1,0,0,135,1.622,0.146,0.572,1.4528,161031
3,41,580,1.2,10,1,1,1,1,1,1,1,1,1,0,0,1,410,1.346,0.1805,0.77,1.8,137308
3,38,180,1,11,1,1,1,1,1,1,1,0,1,0,1,0,418,1.678,0.2065,0.672,1.478,97317
3,8,70,1.9,13,1,1,1,1,1,1,1,1,0,0,0,1,104,1.48,0.55275,0.5922,5.904,93921
3,9,77,1.9,14,1,1,1,1,1,0,1,1,0,0,0,0,126,1.56,0.549,0.5934,5.908,86209
3,28,245,0.32,13,1,1,1,1,1,1,1,0,1,0,0,0,364,1.252,0.1345,0.456,1.768,108319
3,23,180,1.6,3,1,1,1,1,1,1,1,1,1,1,1,0,69,1.84,0.0405,0.474,1.356,126437
3,20,302,1.9,13,1,1,1,1,1,1,1,1,1,1,1,0,260,2.16,0.2475,0.838,1.7,94095
3,8,14,2.9,16,1,1,1,1,1,1,1,1,0,0,0,1,128,2.68,0.84,1.22,1.306,131749
3,8,35,2.7,14,1,1,1,1,1,0,1,0,0,0,0,0,112,2.08,0.5425,0.94,1.742,86170
3,7,22,2,10,1,1,1,1,1,1,1,1,1,0,0,0,70,1.56,0.678,0.684,6.032,170221
3,8,14,2.9,12,1,1,1,1,1,0,1,1,0,0,0,1,96,2.66,0.79,1.152,1.254,117647
3,8,111,2,21,1,1,1,1,1,1,1,0,0,0,0,1,168,1.66,0.5525,0.6214,1.444,79517
3,8,294,2,14,1,1,1,1,1,1,1,1,0,0,0,1,112,2.3,0.3925,1.058,1.4,81818
3,50,468,0.51,3,1,1,1,1,1,1,1,0,1,1,1,1,150,0.744,0.2,0.506,1.6,235385
3,38,192,0.78,6,1,1,1,1,1,0,1,0,0,0,0,1,228,1.066,0.1325,0.57,1.154,260756
3,45,493,0.62,11,1,1,1,1,1,1,1,1,1,0,0,0,495,1.52,0.2,0.586,1.578,138462
3,12,49,0.77,5,1,1,1,1,1,1,1,1,0,0,0,1,60,1.66,0.16275,0.78,1.9,158024
3,12,54,1.1,18,1,1,1,1,1,1,1,0,1,0,0,1,216,1.5,0.2175,0.312,0.99,69445
3,28,148,2.7,7,1,1,1,1,1,1,1,1,1,1,1,1,196,2.1,0.3575,0.908,1.148,144860
3,31,531,1.7,7,1,1,1,1,1,1,1,1,0,0,0,1,217,2.02,0.07975,0.67,1.54,121148
3,17,675,1.9,11,1,1,1,1,1,0,1,0,0,0,0,0,187,1.54,0.22,0.6,1.512,85937
3,41,196,1.9,9,1,1,1,1,1,1,1,1,1,1,1,1,369,2.26,0.3275,0.882,1.8,313782
3,35,242,0.92,13,1,1,1,1,1,1,1,1,1,1,1,1,455,1.398,0.09875,0.656,1.68,145432
2,8,832,4.2,6,1,1,1,1,1,0,1,1,0,0,0,0,48,5.78,0.7925,1.26,10.72,75983
2,7,1600,3.9,12,1,1,1,1,1,0,1,1,0,0,0,0,84,5.54,0.51,0.956,10.52,51806
2,9,1296,4.5,22,1,1,1,1,1,0,0,0,0,1,1,1,198,3.84,1.375,2.12,17.26,73684
2,8,296,2.4,7,1,1,1,1,1,0,1,1,0,1,0,1,56,8.48,1.625,2.76,13.22,48040
2,9,298,5.3,21,1,1,1,1,0,0,0,0,0,1,0,1,189,6.22,0.8425,1.9,10.14,17212
2,32,1387,0.78,7,1,1,1,1,1,0,1,1,1,0,0,1,224,2.6,0.67,1.492,1.628,73739
2,9,872,2.4,14,1,1,1,1,1,0,1,1,0,1,1,0,126,1.86,0.53,1.12,16.02,62759
2,25,1613,0.63,4,1,1,1,1,1,1,1,1,0,0,0,0,100,6.02,0.12075,0.998,11.994,96154
2,8,1482,2.8,7,1,1,1,1,1,0,1,1,1,0,0,0,56,3.92,0.3,0.938,2.04,73077
2,23,987,2.4,13,1,1,1,1,1,1,1,1,1,1,1,1,299,1.88,0.55,1.128,16.02,68525
2,18,956,2.7,6,1,1,1,1,1,0,1,1,1,1,0,0,108,2.14,0.725,1.292,16.26,77778
2,8,192,3.9,22,1,1,1,1,0,0,0,0,0,0,0,0,176,5.64,0.5925,1.044,10.52,26793
2,9,435,1.5,22,1,1,1,1,0,0,1,0,0,1,0,1,198,5.9,0.8125,1.42,12.86,23438
2,9,300,2.6,22,1,1,1,1,1,1,1,0,1,1,0,0,198,4.28,0.36575,0.8448,2.032,31000
2,8,446,2.9,11,1,1,1,1,1,0,1,1,0,0,0,0,88,6.2,0.555,0.886,9.92,41539
2,9,474,4.6,22,1,1,1,1,1,0,0,0,0,1,0,1,198,4.52,1.475,2.1,3.76,15738
2,7,360,1.7,6,1,1,1,1,1,0,1,1,0,0,0,1,42,4.36,0.785,1.124,1.98,82735
2,8,77,2.1,9,0,1,1,1,0,0,0,0,1,0,0,1,72,4.86,0.4675,0.478,2.84,81034
2,17,124,3.3,28,1,1,1,1,0,0,1,0,0,1,0,0,476,5.86,0.4575,1.142,10.08,36170
2,14,702,2.5,25,1,1,1,1,1,0,1,0,0,1,0,0,350,4.64,0.465,0.684,2.74,38567
2,8,1152,0.76,10,1,1,1,1,1,0,1,1,1,0,0,0,80,6.74,0.9775,1.398,12.18,60000
2,20,393,1.2,6,1,1,1,1,1,1,1,1,0,0,0,1,120,2.526,0.2775,1.68,1.284,78571
2,32,773,2.2,7,1,1,1,1,1,1,1,1,0,0,0,0,224,1.71,0.39,1.098,15.9,88334
2,27,676,1.1,6,1,1,1,1,1,1,1,1,0,1,1,0,162,2.438,0.20025,1.62,1.196,95643
1,25,996,3.1,4,1,1,1,1,1,1,1,1,1,1,0,0,100,9.62,0.7425,2.054,3.2,72583
3,30,1219,1.1,2,1,1,1,1,1,1,1,1,0,0,0,0,60,1.38,0.3176,0.494,0.474,106669
3,8,710,1.2,5,1,1,1,1,1,0,1,1,0,0,0,1,40,3.614,0.3275,0.8884,1.0528,76786
3,8,274,0.84,8,1,1,1,1,1,0,1,0,0,0,0,0,64,3.819,0.475,0.624,0.988,84962
3,28,627,0.8,5,1,1,1,1,1,0,1,1,0,0,0,0,140,3.0716,0.4775,0.624,1.004,104529
3,17,672,0.56,10,1,1,1,1,1,0,0,0,0,1,1,0,170,3.842,0.2155,0.558,1.044,67325
3,29,930,1,12,1,1,1,1,1,1,1,1,1,1,1,0,348,4.1,0.615,1.064,1.242,57941
3,23,396,1.7,5,1,1,1,1,1,1,1,1,1,1,0,1,115,3.66,0.37,0.712,1.124,87485
3,35,853,0.001,2,1,1,1,1,1,1,1,1,1,0,0,1,70,3.24,0.3775,0.708,1.44,120000
3,21,190,1,3,1,1,1,1,1,0,1,1,0,0,0,0,63,4.37,0.31475,1.254,2.5,90833
3,8,198,0.8,14,1,1,1,1,1,0,0,0,0,1,0,0,112,3.38,0.21,0.558,1.736,40816
3,39,906,1.4,6,1,1,1,1,1,1,1,1,1,1,1,1,234,3.36,0.5125,0.438,2.096,105094
3,27,409,0.001,6,1,1,1,1,1,0,1,1,1,0,0,1,162,3.062,0.4625,0.61,0.926,121861
3,20,194,1,8,1,1,1,1,1,1,1,0,1,0,0,0,160,2.458,0.285025,0.67,0.71,78849
3,34,566,1.2,7,1,1,1,1,1,1,1,1,1,0,0,0,238,3.664,0.517525,0.672,0.938,100514
3,29,829,1,8,1,1,1,1,1,0,1,1,0,1,0,0,232,3.634,0.450025,0.514,0.91,81324
3,23,268,0.001,8,1,1,1,1,1,0,1,1,0,0,0,0,184,1.072,0.7125,0.2142,0.878,113238
2,8,154,1.2,9,1,1,1,1,0,0,1,0,0,0,0,1,72,3.74,0.1425,0.312,0.694,54353
2,5,300,0.62,14,0,1,1,1,0,0,0,0,0,0,0,0,70,4.06,0.595,0.9006,0.89,39516
2,7,176,2.2,25,1,1,1,1,1,0,0,0,1,1,0,0,175,3.46,1.3025,1.6,3.76,23187
2,8,374,0.004,8,1,1,1,1,0,0,0,0,0,0,0,1,64,3.32,0.142,1.126,0.6056,43388
2,7,526,0.79,12,1,1,1,1,0,0,1,0,0,0,1,0,84,4.48,0.7925,1.212,1.288,26316
2,5,20,4,12,1,1,1,1,0,0,0,0,0,0,0,0,60,3.3,0.8705,1.62,3.02,52063
2,8,133,2.8,13,1,1,1,1,1,0,1,0,0,0,0,0,104,3.12,0.8,0.5618,1.81,38424
2,8,60,2,22,1,1,1,1,1,0,0,0,1,0,0,0,176,7.26,33.75,2.18,3.28,70974
2,6,899,2.3,9,1,1,1,1,1,0,1,1,0,0,0,0,54,5.84,0.5675,0.962,2.52,54234
2,8,253,0.71,11,1,1,1,1,0,0,1,0,0,0,0,1,88,3.126,0.1675,1.082,1.462,56533
2,8,229,1.2,5,1,1,1,1,1,0,1,1,0,0,0,0,40,4.5,0.6975,0.898,0.952,62042
2,8,1500,4,25,1,1,1,1,0,0,0,0,0,0,0,0,200,3.24,0.74,0.838,2.32,18036
2,8,3445,1.4,11,1,1,1,1,1,0,1,1,1,1,0,0,88,4.38,0.483,0.682,0.912,50297
2,18,1020,4,9,1,1,1,1,1,1,1,1,0,0,0,0,162,3.12,0.2975,1.016,0.9216,65284
2,13,176,1.4,27,1,1,1,1,1,0,0,0,0,1,1,1,351,5.6,0.5135,1.36,1.72,15805
2,19,541,1.7,7,1,1,1,1,1,1,1,1,0,1,0,1,133,4.88,1.0525,1.28,1.36,54559
2,8,174,1.4,27,1,1,1,1,1,0,1,1,0,0,0,1,216,4.68,0.9625,1.14,1.478,51585
2,8,823,2.1,4,1,1,1,1,1,0,1,1,0,0,0,0,32,2.46,0.37,0.4818,1.342,103738
3,8,75,0.75,23,1,1,1,1,1,0,1,0,0,0,0,0,184,1.272,0.26,0.832,0.77,86957
3,25,514,0.68,6,1,1,1,1,1,1,1,1,1,1,0,1,150,0.616,0.185,0.506,0.2474,130937
3,9,60,0.54,23,1,1,1,1,1,0,1,0,0,0,0,0,207,2.4,0.04975,0.512,0.56,104348
3,9,77,0.48,14,1,1,1,1,1,1,1,1,1,1,1,1,126,2.212,0.16,0.784,0.4118,109859
3,8,56,0.64,23,0,1,1,1,1,1,1,0,0,0,0,0,184,2.06,0.19825,0.836,0.4058,84211
3,12,226,1.5,10,1,1,1,1,1,0,1,1,0,1,0,0,120,1.732,0.30925,0.832,0.934,116727
3,21,98,1,26,1,1,1,1,1,0,1,0,0,1,0,1,546,1.976,0.2925,0.696,0.2284,93059
3,28,153,0.84,7,1,1,1,1,1,1,1,1,1,0,0,1,196,1.858,0.18275,0.574,0.5184,212594
3,8,102,0.21,4,1,1,1,1,1,0,1,1,0,0,0,1,32,2.64,0.285,1.16,0.5512,140792
3,8,93,0.94,5,1,1,1,1,1,0,1,1,0,0,0,0,40,2.32,0.20725,1.02,0.667,113405
3,50,783,0.71,2,1,1,1,1,1,0,1,0,0,0,0,0,100,0.398,0.021,0.676,0.1004,262059
3,8,79,1.3,4,1,1,1,1,1,1,1,1,0,0,0,0,32,2.404,0.56475,1.222,8.3202,267524
3,7,79,1.4,14,1,1,1,1,1,1,0,0,1,0,0,0,98,1.832,0.6175,1.062,1.16,105882
3,8,42,1.6,12,1,1,1,1,1,1,1,0,0,0,0,0,96,2.24,0.4475,0.912,1.218,79143
3,24,108,1.2,12,1,1,1,1,1,1,1,1,0,0,0,1,288,1.68,0.089,0.816,378.0566,141045
3,8,71,0.9,5,1,1,1,1,1,0,1,1,0,0,0,1,40,1.438,0.4325,0.882,0.8702,128452
3,7,48,1.2,11,1,1,1,1,1,0,1,1,1,0,0,0,77,1.794,0.7115,0.782,0.4024,168350
3,8,99,1.3,7,1,1,1,1,1,0,1,0,0,0,0,0,56,1.772,0.0505,1.004,0.5866,178000
3,28,467,2,7,1,1,1,1,1,0,1,1,1,0,0,1,196,0.84,0.14,0.596,1.12,110000
3,17,376,1.3,6,1,1,1,1,1,0,1,1,0,0,0,1,102,2.12,0.26,0.572,0.3526,129143
3,34,219,0.36,4,1,1,1,1,1,0,1,1,0,0,0,1,136,1.14,0.065,0.97,0.508,182015
3,30,139,1.1,2,1,0,1,1,1,1,1,1,1,0,0,1,60,1.58,0.1115,0.656,1.0596,167296
3,26,198,1.3,22,1,1,1,1,1,0,1,0,1,0,0,1,572,2.076,0.4475,0.866,8.0144,150431
3,8,79,0.53,11,1,1,1,1,1,0,1,1,0,0,0,0,88,1.92,1.1,1.048,1.34,87692
3,8,69,0.76,10,1,1,1,1,0,0,1,0,0,1,0,0,80,1.58,0.6375,0.6138,1.152,82090
3,8,98,0.15,7,1,1,1,1,1,0,1,1,0,0,0,0,56,2.58,0.186,1.22,1.8952,120588
3,8,228,0.41,11,1,1,1,1,1,0,1,0,0,0,0,1,88,1.812,0.9425,0.918,1.24,88571
3,38,84,1.1,29,1,1,1,1,1,0,1,0,0,1,0,0,1102,1.838,0.17325,0.868,0.4284,89583
3,30,194,1.2,23,1,1,1,1,1,0,1,0,1,0,0,0,690,2.14,0.1975,0.792,0.78,68335
3,8,79,1.1,11,1,1,1,1,1,0,1,0,0,0,0,0,88,2.44,0.2201,1.13,3.6762,91667
3,31,485,1.7,8,1,1,1,1,1,0,1,1,1,1,0,1,248,1.1,0.0905,0.686,15.48,107353
3,8,135,0.77,6,1,1,1,1,1,0,1,1,0,0,0,0,48,3.06,0.6075,0.834,4.206,174933
