district_type,nbr_floors,units,hospital,bld_age,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,floor*age,Aver_trans,Aver_food,Aver_school,Aver_shop,price_sqm
3,9,202,4,10,1,1,1,1,1,0,0,1,0,0,0,0,90,2.5,0.595,0.882,2.6,52109
3,8,101,2.2,7,1,1,1,1,1,0,0,1,0,0,0,0,56,2.2,0.46,0.966,2.62,80400
3,8,308,2.4,10,1,1,1,1,0,0,0,1,0,0,0,0,80,2.66,0.2825,0.892,1.72,59770
3,29,1028,0.98,4,1,1,1,1,1,0,1,1,0,1,0,1,116,1.852,0.3925,1.05,1.284,90099
3,35,515,0.22,7,1,1,1,1,1,1,1,1,1,0,0,1,245,2.4,0.1955,1.382,0.8042,108065
3,10,597,2.8,8,1,1,1,1,1,1,1,1,0,0,0,1,80,2.6,0.25075,1.078,1.4,80952
3,8,77,0.73,13,1,1,1,1,1,1,1,1,0,1,1,1,104,2.286,0.25,1.84,1.44,99757
3,8,126,2,11,1,1,1,1,1,0,1,0,0,0,0,0,88,1.89,0.110775,0.814,1.086,74545
2,5,63,1.1,27,0,1,0,1,1,0,1,0,1,0,0,0,135,8.18,0.5325,2,2.09,58614
2,7,152,1.8,5,1,1,1,1,1,1,0,1,0,0,0,1,35,8.02,0.485,2.186,2.806,70452
2,7,215,1.4,6,1,1,1,1,1,0,1,1,0,0,0,1,42,9.46,0.725,3.08,3.48,88237
2,25,2500,0.39,9,1,1,1,1,0,0,1,1,1,1,1,0,225,8.16,0.5175,1.86,2.094,48000
3,6,79,1,10,1,1,1,1,1,0,1,0,0,0,0,0,60,3.11,0.332525,0.676,0.718,70393
3,37,446,1.4,14,1,1,1,1,1,1,1,1,1,1,1,1,518,1.4,0.2525,0.366,0.222,98012
3,8,55,0.001,10,1,1,1,1,1,1,1,1,0,0,0,0,80,2.938,0.4525,0.608,0.83,95298
3,27,377,1,7,1,1,1,1,1,0,1,1,0,0,0,0,189,2.7,0.3055,0.788,0.966,122847
3,31,363,1.9,9,1,1,1,1,1,1,1,1,1,0,0,1,279,0.644,0.2555,0.568,0.77,125500
3,28,365,1,10,1,1,1,1,1,1,1,1,0,0,0,1,280,2.904,0.6125,0.894,0.898,112500
3,8,266,1,10,1,1,1,1,1,0,1,1,0,0,0,1,80,2.76,0.455,0.734,0.782,105679
3,31,529,1.9,5,1,1,1,1,1,0,1,1,0,1,0,0,155,2.246,0.483,0.752,1.112,157317
3,27,349,2,9,1,1,1,1,1,0,1,1,0,0,0,0,243,2.324,0.468,0.658,1.054,125319
3,8,238,1,10,1,1,1,1,0,0,1,0,0,0,0,0,80,0.72,0.365,0.652,0.66,86921
3,30,636,1,4,1,1,1,1,1,0,1,1,0,0,0,1,120,2.556,0.5525,0.822,0.956,142740
3,35,533,1,9,1,1,1,1,1,1,1,1,1,0,0,1,315,2.238,0.437,0.774,1.146,127002
3,34,867,1,10,1,1,1,1,1,1,1,1,1,1,1,0,340,3,0.445,1.268,1.66,91254
3,8,214,1.9,11,1,1,1,1,1,0,1,0,0,0,0,0,88,0.8,0.124,0.592,0.456,120000
3,8,187,1.7,11,1,1,1,1,1,0,1,0,0,0,0,0,88,1.94,0.162,0.866,1.138,92927
3,30,297,1,10,1,1,1,1,1,0,1,1,0,0,0,0,300,1.38,0.031,0.344,0.588,105505
3,8,199,1,13,1,1,1,1,1,0,1,0,0,0,0,0,104,2.318,0.3885,0.774,1.092,72778
3,8,171,1.8,10,1,1,1,1,1,0,1,0,0,0,0,1,80,2.628,1.0725,0.992,1.3,90704
3,23,511,1,3,1,1,1,1,1,0,1,1,0,0,0,0,69,1.008,0.1745,0.542,0.952,124328
3,29,201,1,5,1,1,1,1,1,1,1,1,0,0,0,0,145,1.752,0.4675,0.75,1.024,164992
3,8,248,1,10,1,1,1,1,0,0,0,1,0,0,0,0,80,2.946,0.5925,0.88,0.8,86625
3,8,120,1,7,1,1,1,1,1,0,1,1,1,0,0,1,56,2.832,0.47,0.782,0.7,87128
3,8,72,1.8,10,1,1,1,1,1,0,1,1,0,0,0,0,80,2.222,0.5055,0.868,1.18,87940
3,8,126,1.7,6,1,1,1,1,0,0,0,1,0,0,0,0,48,2.194,0.4555,0.808,1.2,76190
3,40,593,1.4,6,1,1,1,1,1,1,1,1,0,0,0,0,240,1.98,0.455,0.74,1.108,126351
3,40,636,1.7,9,1,1,1,1,1,1,1,1,1,1,0,0,360,1.376,0.4205,0.772,1.076,113490
3,17,137,0.87,27,1,1,1,1,1,1,1,1,0,0,1,1,459,2.14,0.5315,0.7,1.66,113487
3,24,269,1.9,10,1,1,1,1,1,1,1,1,1,0,0,1,240,1.76,0.24775,0.772,0.6348,157333
3,32,199,1.2,7,1,1,1,1,1,1,1,1,1,1,0,1,224,1.736,0.14,0.3934,1.052,228956
3,32,1432,0.67,7,1,1,1,1,1,1,1,1,0,1,1,0,224,1.294,0.2835,0.83,1.042,99430
3,8,118,1.2,14,1,1,1,1,1,0,1,1,1,0,0,0,112,1.094,0.217,1.208,0.3818,131779
3,36,292,1.6,8,1,1,1,1,1,1,1,1,1,0,0,1,288,1.02,0.17,0.976,0.2688,194531
3,8,122,0.92,3,1,1,1,1,1,0,1,1,0,0,0,0,24,0.918,0.011,0.97,0.173,171774
3,8,110,1.2,6,1,1,1,1,1,1,1,1,1,0,0,1,48,0.714,0.0335,1.14,0.39,170164
3,8,132,1.3,10,1,1,1,1,0,0,1,1,0,0,0,0,80,1.612,0.1925,0.59,0.724,106900
3,28,329,1.4,10,1,1,1,1,1,0,1,1,0,0,0,0,280,1.352,0.17,0.728,0.676,119134
3,8,224,1.2,5,1,1,1,1,1,0,1,1,0,0,0,1,40,1.82,0.245,0.906,0.4184,157143
3,12,108,1,13,1,1,1,1,1,0,1,0,0,0,0,0,156,1.488,0.0915,0.902,0.3906,192451
3,9,439,1.3,27,1,1,1,1,0,0,0,0,0,0,0,1,243,1.3,0.3175,1.06,0.6368,31786
3,7,70,0.43,11,1,1,1,1,1,0,1,1,0,0,0,0,77,1.568,0.525,0.882,1.178,121096
3,8,132,0.98,5,1,1,1,1,1,0,1,1,0,0,0,0,40,1.018,0.3775,1.004,0.58,170414
3,25,34,0.5,27,1,1,1,1,0,0,0,0,0,1,0,1,675,1.78,0.3475,0.63,5.276,169307
3,41,34,1.6,11,1,1,1,1,1,1,1,1,1,0,0,0,451,1.646,0.2425,1.012,0.4208,143846
3,10,361,1.3,7,1,1,1,1,1,1,1,1,1,1,0,1,70,1.738,0.155,0.3908,1.054,199641
3,30,490,2,10,1,1,1,1,1,1,1,1,1,0,0,1,300,1.04,0.1675,0.58,15.538,148290
3,8,69,0.48,11,1,1,1,1,1,1,1,1,0,0,0,0,88,1.35,0.4675,0.816,0.628,109033
3,7,78,0.91,12,1,1,1,1,1,0,1,1,0,0,0,1,84,1.658,0.2325,0.424,0.9282,119903
3,27,68,1.6,22,1,1,1,1,1,1,1,1,1,0,0,1,594,1.68,0.17575,1.54,0.932,128183
3,7,396,0.13,24,1,1,1,1,0,0,0,1,1,0,0,0,168,2.36,0.29225,1.022,0.4676,48361
3,8,60,0.76,7,1,1,1,1,1,0,1,0,0,0,0,0,56,1.174,0.13375,0.974,0.264,149643
3,30,54,1.4,14,1,1,1,1,1,0,1,0,0,0,0,1,420,1.718,0.1585,1.098,0.3588,121622
3,31,612,1.2,1,1,1,1,1,1,1,1,1,0,1,0,1,31,1.29,0.345,1.012,15.184,134500
3,28,887,0.69,8,1,1,1,1,1,1,1,0,0,1,1,1,224,1.372,0.2285,0.71,1.042,96138
3,7,24,1.8,14,1,1,1,1,1,0,1,1,0,0,1,1,98,1.74,0.23775,0.984,0.8348,141824
3,8,478,0.68,4,1,1,1,1,1,0,1,1,0,1,0,0,32,1.078,0.385,0.312,1.24,127557
3,25,82,1.6,28,1,1,1,1,1,0,1,0,0,0,0,0,700,1.82,0.7175,1.22,1.4,95834
3,7,60,2.2,11,1,1,1,1,1,0,1,1,0,0,0,0,77,1.244,13.065,1.234,2.42,79542
3,8,78,1.4,7,1,1,1,1,1,0,1,1,1,0,0,0,56,1.868,0.3375,1.242,0.5366,192074
3,36,710,1.6,25,1,1,1,1,1,0,1,1,1,0,0,0,900,1.53,0.10325,0.908,0.3188,67308
3,37,589,2.1,6,1,1,1,1,1,1,1,1,0,0,0,1,222,1.004,0.0575,0.688,1.832,165385
3,25,496,0.9,2,1,1,1,1,1,1,1,1,0,0,0,0,50,1.044,0.235,0.322,0.5784,197500
3,36,407,0.8,3,1,1,1,1,1,1,1,1,0,1,0,1,108,0.574,0.07,0.332,0.0824,198111
3,34,486,0.69,6,1,1,1,1,1,1,1,1,1,0,0,0,204,1.344,0.3525,0.576,0.958,182222
3,8,77,2.4,12,1,1,1,1,1,0,0,0,1,1,0,1,96,1.119,0.4725,1.092,2.34,67568
3,6,13,1.3,9,1,1,1,1,0,0,0,0,0,0,0,1,54,1.624,0.01225,1.192,7.518,83744
3,8,78,1.4,13,1,1,1,1,1,0,1,1,0,0,0,0,104,1.844,0.295,1.21,0.4268,128986
3,8,27,1,12,1,1,1,1,1,1,1,0,0,0,0,0,96,1.714,0.455,0.472,1.08,119632
3,8,74,1.3,10,1,1,1,1,1,0,1,0,0,0,0,1,80,1.16,0.07475,1.34,0.648,141847
3,32,185,1.2,12,1,1,1,1,1,1,1,1,0,0,0,0,384,1.228,0.1325,0.804,0.226,209524
3,17,383,0.64,14,1,1,1,1,1,1,1,0,1,0,0,0,238,1.322,0.142,0.79,15.048,100000
3,31,246,1,8,1,1,1,1,1,1,1,1,1,0,0,1,248,1.944,0.1995,0.696,0.2404,237175
3,8,214,0.77,10,1,1,1,1,1,1,1,1,0,0,0,1,80,1.372,0.385,0.724,0.546,110380
3,8,82,1.4,6,1,1,1,1,1,0,1,1,0,0,0,0,48,1.998,0.2545,1.16,0.5806,180851
3,42,361,1.6,9,1,1,1,1,1,1,1,1,1,1,1,1,378,1.572,0.1825,0.954,0.3568,182353
3,36,165,0.96,15,1,1,1,1,1,1,1,0,0,0,0,0,540,0.564,0.02775,1.004,0.2844,186567
3,8,128,0.73,8,1,1,1,1,1,0,1,1,0,0,0,1,64,1.434,0.5675,0.708,0.748,136047
3,8,138,1.4,10,1,1,1,1,1,1,1,1,0,1,1,0,80,1.05,0.35,0.512,0.79,134884
3,46,498,1.2,21,1,1,1,1,1,1,1,1,1,1,0,0,966,2.108,0.282,0.858,0.3404,93174
3,8,738,1.1,19,1,1,1,1,1,1,1,1,0,1,0,0,152,1.736,0.545,1.516,1.7,49818
3,8,738,3.1,9,1,1,1,1,1,1,1,1,0,1,0,0,72,1.92,13.3575,1.72,2.96,75000
3,8,141,1.4,6,1,1,1,1,1,0,1,1,1,0,0,1,48,1.9,0.2075,0.6574,0.6564,156913
3,7,70,1.7,5,1,1,1,1,1,0,1,1,0,0,0,1,35,1.6,0.19525,0.91,0.8168,136364
3,8,119,0.66,5,1,1,1,1,1,0,1,0,0,0,0,1,40,1.402,0.5075,0.75,0.694,107500
3,8,73,0.68,9,1,1,1,1,1,0,1,0,0,0,0,0,72,1.504,0.49,0.692,0.876,91837
3,8,139,0.32,10,1,1,1,1,1,0,1,1,1,0,0,0,80,1.426,0.331,1.038,1.082,91320
3,8,130,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,1.64,0.19,0.436,0.8522,181714
3,5,130,0.99,8,1,1,1,1,1,0,1,1,0,0,0,0,40,1.572,0.615,0.85,1.226,114286
3,8,76,1.5,11,1,1,1,1,1,0,1,1,0,0,0,0,88,1.646,0.09425,0.502,0.7222,128558
3,8,140,1.6,8,1,1,1,1,1,0,1,0,0,0,0,1,64,1.94,0.159,1.188,1.0248,110000
3,8,467,0.45,1,1,1,1,1,1,1,1,1,0,0,0,1,8,1.82,0.3265,0.418,1.292,147079
3,22,78,1.9,13,1,1,1,1,1,1,1,0,0,0,0,0,286,1.92,0.38,0.774,0.6566,121429
3,8,76,1.7,8,1,1,1,1,1,0,1,1,0,0,0,0,64,1.58,0.22025,0.938,0.8608,121622
3,8,280,0.39,9,1,1,1,1,1,1,1,1,0,0,0,0,72,1.464,0.64,0.988,0.804,105560
1,28,1458,0.68,7,1,1,1,1,1,0,1,1,0,1,0,0,196,4.26,0.45,1.148,0.992,76786
1,5,39,2.9,27,0,0,0,1,1,0,1,0,0,0,0,0,135,5.88,0.28,0.928,2.44,35294
1,9,465,0.34,28,1,1,1,1,0,0,0,0,0,1,1,1,252,6.26,0.4525,2,1.504,23147
1,8,255,1.8,13,1,1,1,1,0,0,0,0,0,0,0,0,104,4.98,0.34825,1.354,1.24,50302
1,5,250,1.5,6,1,1,1,1,1,1,1,0,1,0,0,1,30,4.94,0.40075,1.058,1.424,55956
1,7,1019,5.7,6,1,1,1,1,1,0,1,1,0,0,0,0,42,11.86,1.725,1.88,4.24,55300
1,8,916,2.1,7,1,1,1,1,1,1,0,1,0,0,0,0,56,9.78,0.515,1.574,3.122,63736
1,8,1179,1.7,7,1,1,1,1,1,0,1,1,0,0,0,0,56,6.82,0.21,0.572,1.18,48214
1,4,264,3.4,6,0,1,1,1,1,0,1,1,0,0,0,1,24,10.42,0.3355,1.82,2.896,51613
2,8,207,5.4,10,1,1,1,1,1,1,1,1,0,0,0,1,80,5.08,0.5875,3.14,0.988,48286
2,8,42,4,12,0,1,1,1,1,0,1,0,0,1,1,1,96,4.88,0.156,2.88,1.46,20949
2,8,357,4,9,1,1,1,1,0,0,1,0,0,0,0,0,72,3.52,0.13,0.508,0.326,43824
2,8,858,4,24,1,1,0,1,1,0,0,0,1,1,0,0,192,4.2,0.6725,1.608,2.22,21234
2,5,48,4,11,1,1,1,1,1,0,1,1,0,0,0,1,55,4.66,0.33775,2.32,1.52,49358
2,8,187,4,16,1,1,1,1,0,0,0,0,0,1,0,1,128,4.54,0.218,2.04,1.6,26617
2,5,253,0.004,15,0,1,1,1,0,0,1,0,0,0,0,1,75,3.68,0.515,1.27,1.792,337844
2,5,42,4,8,1,1,1,1,0,0,1,0,0,0,0,1,40,3.66,0.2025,1.094,2.68,43333
2,9,156,4,14,1,1,1,1,1,0,1,1,0,0,0,1,126,4.16,0.2925,1.364,1.118,31429
2,8,66,4.9,9,1,1,1,1,0,0,1,1,0,0,0,0,72,3.44,0.265,2.44,0.326,102911
2,5,55,4,23,1,1,1,1,1,0,0,0,0,0,0,1,115,5.02,0.3885,2.88,1.58,20655
2,8,301,4,5,1,1,1,1,1,0,1,1,0,0,0,0,40,3.9,0.258,1.14,1.25,53393
2,8,334,0.004,8,1,1,1,1,1,0,1,1,0,0,0,0,64,3.2,0.3125,0.832,1.954,41895
2,7,210,4,25,1,1,1,1,0,0,0,0,0,1,0,0,175,3.94,0.4275,1.152,0.972,17308
2,5,24,4,12,1,1,1,1,1,0,1,1,0,0,0,1,60,4.26,0.196,1.536,2.16,31684
1,8,170,2.5,24,0,1,1,1,0,0,0,0,1,1,0,0,192,12.38,0.075,0.492,3.72,17979
3,35,268,0.55,6,1,1,1,1,1,1,1,1,1,0,0,0,210,1.344,0.265,0.848,1.072,367046
3,33,170,0.26,21,1,1,1,1,0,0,0,1,0,0,0,1,693,1.03,0.088,0.61,0.662,151685
3,41,219,0.42,11,1,1,1,1,1,1,1,1,1,0,1,0,451,0.766,0.10975,0.726,0.496,235529
3,24,95,0.78,21,1,1,1,1,1,0,1,0,0,0,0,0,504,1.028,0.0463575,0.59,0.5528,198630
3,34,220,0.58,15,1,1,1,1,1,1,1,1,1,0,0,0,510,1.2492,0.19225,1.05,0.656,119048
3,26,52,0.55,14,1,1,1,1,1,1,1,1,0,0,0,0,364,1.344,0.265,0.848,1.072,224997
3,8,68,0.35,14,1,1,1,1,1,0,1,1,0,1,0,0,112,0.684,0.064,0.4048,0.546,186047
3,7,22,0.79,13,1,1,1,1,1,1,1,0,1,0,0,0,91,1.452,0.2925,0.826,1.14,120413
3,26,510,1.4,6,1,1,1,1,1,0,1,1,1,1,1,0,156,1.18,0.3525,0.716,0.66402,112727
3,24,220,1.2,11,1,1,1,1,1,1,1,1,0,0,0,1,264,1.046,0.0995,0.838,6.25,109000
3,19,31,0.95,31,1,1,1,1,1,0,1,0,1,1,1,1,589,0.984,0.1555,0.79,0.4844,143440
3,8,128,1.4,10,1,1,1,1,1,0,1,0,0,0,0,0,80,1.176,0.19,0.844,0.61402,125660
3,8,90,0.75,1,1,1,1,1,1,0,1,1,0,0,0,1,8,0.478,0.084,0.46,0.482,221250
3,43,196,0.56,10,1,1,1,1,1,1,1,1,0,0,0,1,430,1.284,0.0625,1.134,0.706,145370
3,8,110,0.8,4,1,1,1,1,1,0,1,0,0,0,0,1,32,1.06,0.12,0.62,0.48,252060
3,8,79,1.1,3,1,1,1,1,1,0,1,0,0,0,0,0,24,1.238,0.2025,0.746,0.47802,176383
3,39,262,0.97,18,1,1,1,1,1,0,1,0,0,0,0,0,702,1.192,0.0175475,0.606,0.746,158824
3,8,126,0.78,3,1,1,1,1,1,0,1,0,0,0,0,1,24,1.2,0.325,0.896,1.052,177399
3,8,96,0.8,1,1,1,1,1,1,0,1,1,0,0,0,0,8,0.78,0.12,0.462,0.2,249700
3,8,110,0.43,14,1,1,1,1,1,0,1,0,0,0,0,0,112,0.848,0.13875,0.76,0.592,150951
3,8,108,0.91,11,1,1,1,1,1,0,1,1,0,0,0,1,88,1.94,0.5415,1.284,1.362,112482
3,8,79,0.75,11,1,1,1,1,1,0,1,0,0,0,0,0,88,1.456,0.3825,0.906,1.22,163265
3,50,1442,0.59,2,1,1,1,1,1,1,1,1,1,0,0,0,100,0.56,0.1175,0.578,0.426,299886
3,7,48,0.79,9,1,1,1,1,1,0,1,0,0,0,0,0,63,0.72,0.48,0.852,0.726,163265
3,32,44,0.42,9,1,1,1,1,1,1,1,1,1,1,1,1,288,1.216,0.16375,0.69,0.918,231742
3,7,22,1.3,10,1,1,1,1,1,0,1,0,1,0,0,1,70,1.194,0.14675,0.806,0.57602,128080
3,9,26,0.53,10,1,1,1,1,1,0,1,1,0,0,0,1,90,1.36,0.3425,0.664,0.968,189512
3,13,78,0.71,10,1,1,1,1,1,1,1,1,0,0,0,1,130,1.4,0.47,0.636,1.182,237956
3,36,177,1.1,10,1,1,1,1,1,1,1,1,1,0,0,1,360,1.268,0.0575,0.602,0.838,278302
3,16,62,1.1,8,1,1,1,1,1,1,1,0,1,0,0,0,128,0.828,0.3475,0.788,1.022,123199
3,8,67,0.77,8,1,1,1,1,1,0,1,0,0,0,0,0,64,1.74,0.47,1.136,1.214,136054
3,8,54,0.75,7,1,1,1,1,1,1,1,1,0,0,0,0,56,1.536,0.3825,0.906,1.22,200000
3,22,597,1.1,10,1,1,1,1,1,1,1,1,1,0,0,0,220,1.014,0.2255,0.886,0.556,178571
3,7,37,0.67,8,1,1,1,1,1,0,1,1,0,0,0,0,56,1.51,0.405,1.04,1.114,153414
3,8,64,0.93,7,1,1,1,1,1,0,1,0,0,0,0,0,56,0.808,0.4075,0.89,0.948,155061
3,28,218,0.91,10,1,1,1,1,1,0,1,1,0,1,0,0,280,0.96,0.14575,0.794,0.4742,244722
3,29,278,0.48,10,1,1,1,1,1,1,1,1,1,0,1,1,290,1.19,0.047,0.866,0.624,107054
3,7,273,1.4,4,1,1,1,1,1,0,1,1,0,0,0,0,28,1.176,0.19,0.844,0.61402,187647
3,47,53,0.55,9,1,1,1,1,1,1,1,1,0,1,1,1,423,0.692,0.0415,0.944,0.512,328322
3,35,76,0.42,11,1,1,1,1,1,1,1,0,0,1,0,0,385,0.94,0.06075,0.23236,0.442,152206
3,8,303,1.1,8,1,1,1,1,1,0,1,1,1,0,0,0,64,1.228,0.2325,0.774,0.49602,173913
3,8,79,0.38,9,1,1,1,1,1,0,1,1,0,0,0,1,72,1.096,0.1865,0.8012,0.788,135229
3,7,24,1.2,9,1,1,1,1,1,0,1,0,0,0,0,0,63,1.232,0.195,0.596,0.872,73529
3,37,247,0.97,15,1,1,1,1,1,1,1,1,1,0,0,1,555,1.192,0.0175475,0.606,0.746,86927
2,19,275,2,7,1,1,1,1,1,1,1,1,0,0,0,1,133,7.16,0.328,0.824,3.16,98868
2,27,417,2,8,1,1,1,1,1,0,1,0,0,0,0,0,216,8.14,0.47,1.222,3.288,51613
2,8,586,2,5,1,1,1,1,1,0,1,1,0,0,0,1,40,6.22,1.85,0.508,5.48,77920
2,8,404,0.002,6,1,1,1,1,1,0,1,1,0,1,0,1,48,8.84,0.69,2.06,3.5,77407
2,8,1250,3,12,1,1,1,1,1,0,1,1,1,0,0,0,96,6.94,0.485,1.258,5.74,54194
2,8,79,4.8,5,1,1,1,1,1,0,1,0,0,0,0,0,40,11.2,0.795,2.72,3.16,41666
2,20,212,0.003,14,1,1,1,1,0,0,1,0,0,1,0,0,280,5.3,0.31825,0.712,2.92,57813
2,35,835,3,6,1,1,1,1,1,1,1,1,1,1,1,1,210,6.06,0.36,0.77,2.94,82759
2,30,584,3,5,1,1,1,1,1,0,1,1,0,0,0,1,150,6.32,1.045,1.56,3.82,89000
2,30,793,3,3,1,1,1,1,1,0,1,1,0,0,0,1,90,6.5,1.1575,1.68,3.94,90141
3,16,71,1.1,18,1,1,1,1,1,0,1,1,0,0,0,1,288,2.02,1.09,1.176,1.088,62500
3,8,50,0.96,22,1,1,1,1,1,1,1,0,0,1,1,0,176,1.84,0.41325,1.234,1.676,56671
3,8,156,0.79,10,1,1,1,1,1,0,0,0,0,0,0,0,80,1.82,0.505,0.712,1.37,84118
3,7,21,1.1,24,1,1,1,1,0,0,1,0,1,1,0,1,168,1.72,0.2895,0.724,0.952,86806
3,8,58,0.9,10,1,1,1,1,1,0,1,0,0,0,0,0,80,1.88,0.6125,0.6896,1.34,85284
3,30,516,0.18,3,1,1,1,1,1,0,1,1,0,0,0,0,90,0.49,0.092,0.099,0.2,179190
3,8,77,0.67,14,1,1,1,1,1,0,1,0,0,0,0,0,112,1.452,0.17825,0.808,0.706,98667
3,8,79,0.69,11,1,1,1,1,1,0,1,0,0,0,0,0,88,1.416,0.2625,0.636,0.652,116401
3,24,206,0.13,12,1,1,1,1,1,0,1,0,0,0,0,0,288,1.532,0.1455,0.964,0.498,98245
3,16,202,0.79,26,1,1,1,1,1,0,0,0,0,0,0,1,416,1.418,0.22825,0.798,0.752,79833
3,8,79,0.55,8,1,1,1,1,1,0,0,1,0,0,0,0,64,1.42,0.3,1.096,0.834,136111
3,8,79,0.54,8,1,1,1,1,1,0,0,0,0,0,0,0,64,1.82,0.285,0.924,0.798,96105
3,8,79,0.56,7,1,1,1,1,1,0,1,0,1,0,0,0,56,1.2,0.205,0.744,0.606,113793
3,8,36,0.9,3,1,1,1,1,1,0,1,0,1,0,0,1,24,1.606,0.3005,0.694,1.068,122551
3,19,271,0.71,27,1,1,1,1,0,0,0,0,0,1,0,0,513,1.82,0.4275,1.088,1.92,34316
3,9,459,0.77,26,1,1,1,1,1,0,0,0,0,1,1,1,234,2.06,0.51,1.24,2.14,54667
3,3,60,1.4,27,1,1,1,1,1,1,1,0,0,0,0,1,81,1.4,0.495,1.014,1.8,60901
3,8,151,0.38,11,1,1,1,1,1,1,1,1,0,0,0,1,88,1.382,0.1955,1.1,0.676,90435
3,8,133,1,5,1,1,1,1,1,0,1,1,0,0,0,0,40,1.96,0.7025,0.7412,1.358,116000
3,8,128,0.81,10,1,1,1,1,1,0,1,1,0,0,0,0,80,1.82,0.5175,0.776,1.374,91499
3,23,449,0.44,9,1,1,1,1,1,0,1,1,0,1,0,0,207,1.12,0.34,1.006,1.09,142105
3,37,450,1.4,9,1,1,1,1,1,1,1,1,0,0,0,0,333,1.256,0.41,0.724,1.66,102213
3,9,196,0.68,15,1,1,1,1,0,0,1,0,0,1,0,1,135,1.608,0.4125,1.188,1.358,47600
3,30,68,0.58,9,1,1,1,1,1,1,1,0,0,0,0,0,270,1.42,0.2975,1.042,0.874,149357
3,8,73,0.71,7,1,1,1,1,1,0,1,1,0,0,0,1,56,1.38,0.29,0.64,0.752,130189
3,20,357,0.46,11,1,1,1,1,1,1,1,0,0,0,0,0,220,1.322,0.16025,0.982,0.882,109747
3,5,114,0.84,13,0,0,1,1,0,0,0,1,0,1,0,0,65,2.2,0.5775,1.34,2.24,33012
3,29,1093,0.98,12,1,1,1,1,1,0,1,1,1,0,0,0,348,1.42,0.13325,1.082,1.478,91923
3,21,861,0.72,14,1,1,1,1,1,0,1,1,1,0,0,0,294,1.28,0.3975,0.572,1.006,82692
3,19,152,0.35,9,1,1,1,1,1,1,1,0,1,0,0,1,171,1.404,0.2155,1.012,0.633,114589
3,24,217,0.038,13,1,1,1,1,1,0,1,0,0,1,0,1,312,1.288,0.26,0.542,0.487,126531
3,20,205,0.46,10,1,1,1,1,1,0,1,0,0,0,0,0,200,1.39,0.04725,0.55,0.418,163993
3,22,191,0.35,6,1,1,1,1,1,1,1,1,1,0,0,0,132,1.368,0.08275,0.494,0.306,185484
3,39,483,0.1,3,1,1,1,1,1,1,1,1,0,1,0,0,117,1.24,0.2075,0.506,0.552,187268
3,26,620,0.19,6,1,1,1,1,1,0,1,1,0,0,0,1,156,0.756,0.0865,0.72,0.9,151613
3,7,119.5,1.3,16,1,1,1,1,0,0,0,1,0,0,0,0,112,2.32,1.0225,1.064,1.6,75000
3,7,73,0.73,28,1,1,1,1,1,0,1,0,0,0,0,1,196,1.424,0.18325,0.722,0.688,72233
3,8,164,0.42,14,1,1,1,1,1,0,1,0,0,0,0,0,112,1.74,0.16275,0.932,0.67,99545
3,8,97,0.75,23,1,1,1,1,1,1,1,0,0,0,0,0,184,1.292,0.11325,0.786,1.192,72933
3,5,117,1.6,37,0,0,0,0,0,0,0,0,0,0,0,0,185,1.46,0.895,1.018,1.96,131662
3,8,122,1.1,9,1,1,1,1,1,0,1,1,0,0,0,0,72,2.364,0.313,0.804,1.16,108599
3,8,83,0.37,28,1,1,1,1,1,0,1,0,1,1,0,1,224,1.74,0.149,0.772,0.52,74028
3,8,83,0.66,19,1,1,1,1,0,0,1,0,0,1,0,1,152,1.43,0.22825,0.634,0.612,103800
3,8,109,0.76,5,1,1,1,1,1,1,1,0,0,0,0,0,40,1.8,0.4725,0.752,1.364,101628
3,8,28,1.1,15,1,1,1,1,1,0,1,0,0,1,0,0,120,1.724,0.223,0.756,1.034,85693
3,7,149,0.23,35,1,1,1,1,0,0,0,0,0,1,0,0,245,1.752,0.0815,0.776,0.38,62500
3,23,242,0.68,36,1,1,1,1,1,0,1,0,0,0,0,0,828,1.488,0.3675,1.08,1.258,145161
3,21,154,0.61,7,1,1,1,1,1,0,1,1,0,0,0,0,147,1.684,0.3575,0.748,1.214,103242
3,27,282,0.47,5,1,1,1,1,1,0,1,1,0,0,0,0,135,0.986,0.12,0.498,0.666,151943
3,8,109,0.43,5,1,1,1,1,1,1,1,0,0,0,0,0,40,1.52,0.225,1.118,0.762,116667
3,8,95,0.002,7,1,1,1,1,1,0,1,1,0,1,1,1,56,0.96,0.244,0.692,0.874,112500
3,9,128,0.81,34,1,1,1,1,1,0,1,0,0,1,1,1,306,1.774,0.54,1.32,1.504,44516
3,8,51,0.77,10,1,1,1,1,1,0,1,0,0,0,0,0,80,1.552,0.21325,0.806,0.728,101923
3,34,537,1.2,5,1,1,1,1,1,0,1,1,1,0,0,1,170,1.012,0.395,0.492,0.892,121516
3,30,163,0.81,7,1,1,1,1,1,0,1,1,0,0,0,0,210,1.44,0.2875,1.032,1.12,116667
3,8,44,0.66,9,1,1,1,1,1,0,1,1,0,0,0,1,72,1.45,0.12825,0.694,0.616,129105
3,8,79,0.86,9,1,1,1,1,1,0,1,1,0,0,0,0,72,1.65,0.28075,0.898,0.82,133333
